,date,name,y_pred,y_true
0,20061215,The Chinese Economy: Progress and Challenges,0.0,0.0
1,20061201,Monetary Policy and Uncertainty,0.0,0.0
2,20061201,Welcoming remarks,0.0,0.0
3,20061130,A U.S. Perspective on Basel II Implementation,0.0,0.0
4,20061128,The Economic Outlook,0.0,-1.0
5,20061121,Financial Markets and the Federal Reserve,0.0,0.0
6,20061116,The Conquest of Worldwide Inflation: Currency Competition and Its Implications for Interest Rates and the Yield Curve,0.0,0.0
7,20061110,Monetary Aggregates and Monetary Policy at the Federal Reserve: A Historical Perspective,0.0,0.0
8,20061103,The Evolving Role of the Federal Reserve Banks,0.0,-1.0
9,20061102,The Economic Outlook,0.0,0.0
10,20061101,Community Development Financial Institutions: Promoting Economic Growth and Opportunity,0.0,0.0
11,20061017,A Supervisory Perspective on Enterprise Risk Management,0.0,0.0
12,20061016,Bank Regulation and Supervision: Balancing Benefits and Costs,0.0,0.0
13,20061012,Globalization: A Force for Good?,0.0,0.0
14,20061011,A U.S. Supervisor's Perspective on Current Banking Issues,0.0,0.0
15,20061004,Economic Outlook,0.0,1.0
16,20061004,The Coming Demographic Transition: Will We Treat Future Generations Fairly?,0.0,1.0
17,20060927,What Drives Productivity Growth?  Implications for the Economy and Prospects for the Future,0.0,0.0
18,20060911,Evolution of Retail Payments and the Role of the Federal Reserve,0.0,0.0
19,20060901,Remarks,0.0,1.0
20,20060831,Productivity,0.0,0.0
21,20060825,Global Economic Integration: What's New and What's Not?,0.0,0.0
22,20060718,Corporate Cash Balances and Economic Activity,0.0,0.0
23,20060706,Reflections on Globalization and Policies,0.0,0.0
24,20060704,Addressing Challenges Raised by Basel II Implementation,0.0,0.0
25,20060616,Why Are Yield Curves So Flat and Long Rates So Low Globally?,0.0,0.0
26,20060616,The Effects of Globalization on Inflation and Their Implications for Monetary Policy,0.0,0.0
27,20060615,Energy and the Economy,0.0,0.0
28,20060615,Why Are Yield Curves So Flat and Long Rates So Low Globally?,0.0,0.0
29,20060614,A Supervisor's Perspective on Mortgage Markets and Mortgage Lending Practices,0.0,0.0
30,20060613, Increasing Economic Opportunity: Challenges and Strategies,0.0,1.0
31,20060612,Modern Risk Management and Banking Supervision,0.0,0.0
32,20060612,A Supervisorâs Perspective on Enterprise Risk Management,0.0,0.0
33,20060612,What Are Examiners Looking for When They Examine Banks for Compliance?,0.0,0.0
34,20060609,Commencement address,0.0,0.0
35,20060606,Challenges of Conducting Effective Risk Management in Community Banks,0.0,0.0
36,20060605,Panel Discussion: Comments on the Outlook for the U.S. Economy and Monetary Policy,0.0,0.0
37,20060525,Community Development and the Bigger Picture,0.0,0.0
38,20060524,Innovative Statistics for a Dynamic Economy,0.0,0.0
39,20060518,The Evolving Nature of the Financial System: Financial Crises and the Role of the Central Bank,0.0,0.0
40,20060518,Basel II: Its Promise and Its Challenges,0.0,0.0
41,20060516,Hedge Funds and Systemic Risk,0.0,0.0
42,20060516,Compliance Risk Management in a Diversified Environment,0.0,0.0
43,20060516,Implementing Basel II: Choices and Challenges,0.0,0.0
44,20060511,Investing in Payment Innovations:  A Federal Reserve Perspective,0.0,0.0
45,20060504,"Supervisory Perspective on Current Bank Capital, Market Risk, and Loan Product Issues",0.0,0.0
46,20060503,Community Revitalization: Lessons from Anacostia,0.0,0.0
47,20060428,A Bank Supervisor's Perspective on Enterprise Risk Management,0.0,0.0
48,20060427,Business Capital Spending,0.0,0.0
49,20060420,By the Numbers: Data and Measurement in Community Economic Development,0.0,0.0
50,20060417,Thoughts on Financial Stability and Central Banking,0.0,0.0
51,20060413,Update on the U.S. economy,0.0,-1.0
52,20060413,Economic outlook,0.0,-1.0
53,20060410,A Risk-Management Perspective on Recent Regulatory Proposals,0.0,0.0
54,20060410,Enterprise-Wide Compliance-Risk Management,0.0,0.0
55,20060406,The Effect of Removing Geographic Restrictions on Banking in the United States: Lessons for Europe,0.0,0.0
56,20060405,Financial Education and the National Jump$tart Coalition Survey,0.0,0.0
57,20060403,"Central Counterparty Clearing: History, Innovation, and Regulation",0.0,0.0
58,20060331,An Update on Regulatory Issues,0.0,0.0
59,20060331,Financial Regulation: Seeking the Middle Way,0.0,0.0
60,20060329,Sound Capital and Risk Management,0.0,0.0
61,20060320,Reflections on the Yield Curve and Monetary Policy,0.0,1.0
62,20060316,Monetary policy and asset prices,0.0,1.0
63,20060313,Are Banks Still Special?,0.0,-1.0
64,20060310,Remarks,0.0,0.0
65,20060308,Community Banking and Community Bank Supervision ,0.0,0.0
66,20060303,Economic Outlook for the United States,0.0,1.0
67,20060224,The Benefits of Price Stability,0.0,0.0
68,20060224,The Importance of Education,0.0,0.0
69,20060223,"Globalization, Insurers, and Regulators: Shared Challenges Call for Collaborative Solutions",0.0,0.0
70,20060206,Remarks at ceremonial swearing-in by President Bush,0.0,0.0
71,20060202,The Continuous Challenges of Risk Management,0.0,0.0
72,20060118,Productivity and Economic Outlook,0.0,0.0
73,20071130,"Innovation, Information, and Regulation in Financial Markets ",0.0,0.0
74,20071129,National and regional economic overview,0.0,0.0
75,20071129,The Federal Reserveâs Enhanced Communication Strategy and the Science of Monetary Policy ,0.0,0.0
76,20071128,Financial Markets and Central Banking,0.0,-1.0
77,20071114,Federal Reserve Communications,0.0,-1.0
78,20071113,Implementing Basel II in the United States,0.0,0.0
79,20071107,The End of History?,0.0,0.0
80,20071106,Microfinance in the United States,0.0,-1.0
81,20071105,The Challenges Facing Subprime Mortgage Borrowers,0.0,0.0
82,20071105,Financial Instability and Monetary Policy,0.0,0.0
83,20071026,Financial Instability and the Federal Reserve as a Liquidity Provider,0.0,1.0
84,20071022,Recent Events in Financial Markets,0.0,0.0
85,20071020,Headline versus Core Inflation in the Conduct of Monetary Policy,0.0,0.0
86,20071019,Monetary Policy under Uncertainty,0.0,0.0
87,20071015,The Recent Financial Turmoil and its Economic and Policy Consequences,0.0,-1.0
88,20071012,John Taylor Rules,0.0,-1.0
89,20071012,Opening remarks,0.0,-1.0
90,20071011,"Markets, Financial Institutions, and Consumers: The Roles of the Federal Reserve",0.0,0.0
91,20071005,Financial Stability and the Federal Reserve,0.0,0.0
92,20071004, Economic Outlook,0.0,1.0
93,20070928,Systemic Risk and the International Lender of Last Resort ,0.0,0.0
94,20070927,"Globalization, Macroeconomic Performance, and Monetary Policy",0.0,0.0
95,20070924,Education and Economic Competitiveness,0.0,0.0
96,20070921,Financial Market Developments,0.0,0.0
97,20070921,Success and Failure of Monetary Policy since the 1950s,0.0,0.0
98,20070911,Global Imbalances:  Recent Developments and Prospects,0.0,0.0
99,20070910,Outlook and Risks for the U.S. Economy,0.0,1.0
100,20070906,Analyzing and Assessing Banking Crises,0.0,-1.0
101,20070831,"Housing, Housing Finance, and Monetary Policy",0.0,0.0
102,20070801,Federal Reserve Initiatives to Support Minority-Owned Institutions and Expand Consumer Protection,0.0,0.0
103,20070712,Basel II Implementation in the United States,0.0,0.0
104,20070710,Inflation Expectations and Inflation Forecasting,0.0,0.0
105,20070623,Globalization and Financial Development,0.0,0.0
106,20070615,The Financial Accelerator and the Credit Channel,0.0,0.0
107,20070614,Encouraging Responsible Mortgage Lending: Prospective Rulemaking Initiatives,0.0,-1.0
108,20070605,Financial Intermediation and Complete Markets ,0.0,0.0
109,20070605,The Housing Market and Subprime Lending,0.0,0.0
110,20070601,Outlook and Risks for the U.S. Economy,0.0,0.0
111,20070524,Estimating Potential Output,0.0,0.0
112,20070523,Creating More Effective Consumer Disclosures,0.0,0.0
113,20070522,Recognizing Leadership,0.0,0.0
114,20070517,The Subprime Mortgage Market,0.0,0.0
115,20070516,Financial stability and policy issues,0.0,0.0
116,20070516,Globalization and Capital Markets: Implications for Inflation and the Yield Curve,0.0,0.0
117,20070515,International Capital Flows and the Emerging-Market Economies,0.0,1.0
118,20070515,Regulation and Financial Innovation,0.0,1.0
119,20070510,The Future of Payments: Challenges and Opportunities,0.0,1.0
120,20070501,Embracing the Challenge of Free Trade: Competing and Prospering in a Global Economy,0.0,0.0
121,20070426,Globalization and Financial Development,0.0,0.0
122,20070425,Welcoming remarks,0.0,0.0
123,20070420,The U.S. Economic Outlook,0.0,0.0
124,20070411,Financial Regulation and the Invisible Hand,0.0,0.0
125,20070410,Monetary Policy and the Dual Mandate,0.0,0.0
126,20070330,The Community Reinvestment Act: Its Evolution and New Challenges,0.0,0.0
127,20070323,Inflation Dynamics,0.0,0.0
128,20070322,"Asset-Pricing Puzzles, Credit Risk, and Credit Derivatives",0.0,0.0
129,20070322,Recent Innovations in Credit Markets,0.0,0.0
130,20070312,The Changing Dynamics of Inflation,0.0,0.0
131,20070309,Liquidity and monetary policy,0.0,0.0
132,20070309,"Comments on âUnderstanding the Evolving Inflation Processâ by Cecchetti, Hooper, Kasman, Schoenholtz, and Watson",0.0,0.0
133,20070306,"GSE Portfolios, Systemic Risk, and Affordable Housing",0.0,0.0
134,20070305,Market Liquidity: Definitions and Implications,0.0,0.0
135,20070305,Community Banks: The Continuing Importance of Relationship Finance,0.0,0.0
136,20070302,Globalization and Monetary Policy,0.0,0.0
137,20070226,An Update on Basel II Implementation in the United States,0.0,0.0
138,20070221,Financial Stability: Preventing and Managing Crises,0.0,0.0
139,20070206,The Level and Distribution of Economic Well-Being,0.0,0.0
140,20070118,Economic Outlook and Developments in Mortgage Markets ,0.0,0.0
141,20070117,Enterprise Risk Management and Mortgage Lending,0.0,0.0
142,20070111,Enterprise Risk Management and Mortgage Lending,0.0,0.0
143,20070108,The Economic Outlook ,0.0,0.0
144,20070105,Central Banking and Bank Supervision in the United States,0.0,0.0
145,20081208,Restoring Financial Intermediation by Banks: The Role of Regulators,0.0,-1.0
146,20081208,Assessing the Potential for Instability in Financial Markets,0.0,-1.0
147,20081204,Improving the Infrastructure for Non-Agency Mortgage-Backed Securities,0.0,1.0
148,20081204,"Housing, Mortgage Markets, and Foreclosures",0.0,1.0
149,20081203,The Community Reinvestment Act and the Recent Mortgage Crisis,0.0,1.0
150,20081201,Federal Reserve Policies in the Financial Crisis,0.0,-1.0
151,20081119,Monetary Policy and Asset Prices Revisited,0.0,1.0
152,20081214,Policy Coordination Among Central Banks ,0.0,-1.0
153,20081112,Productivity and Innovation in Financial Services ,0.0,0.0
154,20081106,The Promise and Peril of the New Financial Architecture,0.0,0.0
155,20081031,The Future of Mortgage Finance in the United States ,0.0,-1.0
156,20081020,Strategic Risk Management in an Interconnected World,0.0,0.0
157,20081015,Economic Outlook,0.0,-1.0
158,20081015,Stabilizing the Financial Markets and the Economy,0.0,-1.0
159,20081014,Remarks,0.0,-1.0
160,20081007,Current Economic and Financial Conditions,0.0,1.0
161,20080911,"Comments on âFinancial Regulation in a System Context,â âBeyond Leveraged Losses: The Balance Sheet Effects of the Home Price Downturn,â and âThe Central Role of House Prices in the Financial Crisis: How Will the Market Clear?â",0.0,1.0
162,20080909,Remarks on historically black colleges and universities,0.0,1.0
163,20080901,The United States in the International Financial System:  A Separate Reality? Resolving Two Puzzles in the International Accounts,0.0,0.0
164,20080822,Reducing Systemic Risk,0.0,-1.0
165,20080728,Remarks on covered bond framework,0.0,0.0
166,20080728,Whither Federal Reserve Communications,0.0,0.0
167,20080717,Federal Reserve's Initiatives to Support Minority-Owned Institutions and Expand Consumer Protection,0.0,1.0
168,20080708,Financial Regulation and Financial Stability,0.0,0.0
169,20080702,Global Financial Turmoil and the World Economy,0.0,0.0
170,20080626,Global Economic Integration and Decoupling,0.0,-1.0
171,20080616,Challenges for Health-Care Reform,0.0,0.0
172,20080612,Dedication of the New Federal Reserve Bank of Kansas City Building,0.0,0.0
173,20080611,Protecting Consumers in the Credit Marketplace,0.0,1.0
174,20080611,Lessons for Central Bankers from a Phillips Curve Framework,0.0,1.0
175,20080609,Outstanding Issues in the Analysis of Inflation,0.0,1.0
176,20080606,Financial Market Developments and Credit Conditions,0.0,1.0
177,20080604,Remarks on Class Day 2008,0.0,0.0
178,20080603,Remarks on the economic outlook,0.0,0.0
179,20080529,Money Markets and Financial Stability,0.0,-1.0
180,20080513,Liquidity Provision by the Federal Reserve,0.0,-1.0
181,20080522,Prospects for Recovery and Repair of Mortgage Markets ,0.0,1.0
182,20080521,The Federal Funds Rate in Extraordinary Times,0.0,1.0
183,20080520,The Economic Outlook,0.0,1.0
184,20080515,How Should We Respond to Asset Price Bubbles? ,0.0,-1.0
185,20080515,Risk Management in Financial Institutions,0.0,-1.0
186,20080514,Risk Management and Basel II,0.0,-1.0
187,20080513,Liquidity Provision by the Federal Reserve,0.0,-1.0
188,20080507,Mitigating the Impact of Foreclosures on Neighborhoods,0.0,-1.0
189,20080505,Mortgage Delinquencies and Foreclosures,0.0,-1.0
190,20080421,Developing Sustainable Capital for Community Investments,0.0,1.0
191,20080417,The Changing Business of Banking: Implications for Financial Stability and Lessons from Recent Market Turmoil,0.0,0.0
192,20080414,Financial Market Turmoil and the Federal Reserve: The Plot Thickens,0.0,1.0
193,20080410,Addressing Weaknesses in the Global Financial Markets: The Report of the President's Working Group on Financial Markets,0.0,0.0
194,20080409,The Importance of Financial Education and the National Jump$tart Coalition Survey,0.0,0.0
195,20080407,Dedication remarks,0.0,0.0
196,20080404,Global Economic and Financial Challenges: Implications for Latin America,0.0,0.0
197,20080403,Central Bank Commitment and Communication,0.0,0.0
198,20080327,"Comfort Zones, Shmumfort Zones",0.0,0.0
199,20080327,Protecting Homeowners and Sustaining Homeownership,0.0,0.0
200,20080314,Fostering Sustainable Homeownership,0.0,0.0
201,20080311,The Importance of Fundamentals in Risk Management,0.0,-1.0
202,20080307,Exchange Rate Pass-Through and Monetary Policy,0.0,-1.0
203,20080307,Implications of Globalization for the Conduct of Monetary Policy,0.0,-1.0
204,20080304,Outlook and Risks for the U.S. Economy,0.0,-1.0
205,20080304,Reducing Preventable Mortgage Foreclosures,0.0,-1.0
206,20080303,Liquidity-Risk Management in the Business of Banking,0.0,0.0
207,20080229,"On ""Leveraged Losses: Lessons from the Mortgage Meltdown""",0.0,1.0
208,20080227,The Importance of Economic Education and Financial Literacy,0.0,-1.0
209,20080226,The U.S. Economy and Monetary Policy,0.0,-1.0
210,20080225,Does Stabilizing Inflation Contribute to Stabilizing Economic Activity?,0.0,-1.0
211,20080225,Improving Risk Management in Light of Recent Market Events,0.0,-1.0
212,20080215,The Federal Reserve's Tools for Responding to Financial Disruptions,0.0,0.0
213,20080204,Protecting Homeowners and Sustaining Home Ownership,0.0,1.0
214,20080111,"Monetary Policy Flexibility, Risk Management, and Financial Disruptions",0.0,-1.0
215,20080110,"Financial Markets, the Economic Outlook, and Monetary Policy",0.0,-1.0
216,20080105,Recent and Prospective Developments in Monetary Policy Transparency and Communications:  A Global Perspective,0.0,0.0
217,20080104,"Expertise and Macroeconomic Policy, Comments on ""Insiders versus Outsiders in Monetary Policy-Making,"" by Timothy Besley, Neil Meads, and Paolo Surico",0.0,0.0
218,20091210,Envisioning a Future for Housing Finance,0.0,0.0
219,20091209,Keys to Successful Neighborhood Stabilization,0.0,0.0
220,20091207,Frequently Asked Questions,0.0,1.0
221,20091116,Policy Challenges for the Federal Reserve,0.0,0.0
222,20091116,On the Outlook for the Economy and Policy,0.0,0.0
223,20091110,Supervising and Resolving Large Financial Institutions,0.0,-1.0
224,20091109,Financial Regulation: Past and Future,0.0,0.0
225,20091102,"Incentive Compensation, Risk Management, and Safety and Soundness",0.0,0.0
226,20091023,International Perspective on the Crisis and Response,0.0,0.0
227,20091023,Financial Regulation and Supervision after the Crisis: The Role of the Federal Reserve,0.0,0.0
228,20091021,Confronting Too Big to Fail,0.0,1.0
229,20091019,Asia and the Global Financial Crisis,0.0,1.0
230,20091013,The Economic Outlook,0.0,0.0
231,20091009,Monetary Policy Research and the Financial Crisis: Strengths and Shortcomings,0.0,-1.0
232,20091008,The Federal Reserve's Balance Sheet: An Update,0.0,0.0
233,20091008,In the Wake of the Crisis,0.0,0.0
234,20090930,Central Bank Exit Policies,0.0,0.0
235,20090925,"Longer Days, Fewer Weekends",0.0,0.0
236,20090925,Brief Remarks,0.0,0.0
237,20090821,Reflections on a Year of Crisis,0.0,0.0
238,20090914,Regulatory Perspectives on the Changing Accounting Landscape,0.0,0.0
239,20090910,"Comments on ""Interpreting the Unconventional U.S. Monetary Policy of 2007-2009""",0.0,0.0
240,20090825,The Community Affairs Function at the Federal Reserve,0.0,0.0
241,20090821,Bagehot's Dictum in Practice: Formulating and Implementing Policies to Combat the Financial Crisis,0.0,0.0
242,20090821,Reflections on a Year of Crisis,0.0,0.0
243,20090710,"Comments on ""Financial Intermediation and the Post-Crisis Financial System""",0.0,1.0
244,20090709,Federal Reserve's Initiatives to Support Minority-Owned Institutions ,0.0,0.0
245,20090626,Brief Remarks,0.0,0.0
246,20090617,Community Development Financial Institutions: Challenges and Opportunities,0.0,0.0
247,20090616,Defining Deviancy,0.0,0.0
248,20090616,Containing the Crisis and Promoting Economic Recovery,0.0,0.0
249,20090615,Large Banks and Small Banks in an Era of Systemic Risk Regulation,0.0,1.0
250,20090610,The Systemic Importance of Consumer Protection,0.0,0.0
251,20090608,Financial Regulation in the Wake of the Crisis,0.0,0.0
252,20090604,Welcoming Remarks,0.0,0.0
253,20090523,Interactions between Monetary and Fiscal Policy in the Current Situation,0.0,1.0
254,20090522,Commencement address,0.0,1.0
255,20090511,The Supervisory Capital Assessment Program,0.0,0.0
256,20090507,Lessons of the Financial Crisis for Banking Supervision,0.0,0.0
257,20090420,The Economic Outlook,0.0,-1.0
258,20090418,Monetary Policy in the Financial Crisis,0.0,0.0
259,20090417,Financial Innovation and Consumer Protection,0.0,0.0
260,20090414,Four Questions about the Financial Crisis,0.0,1.0
261,20090406,The Panic of 2008,0.0,1.0
262,20090403,The Federal Reserve's Balance Sheet ,0.0,0.0
263,20090403,Policies to Bring Us Out of the Financial Crisis and Recession,0.0,0.0
264,20090330,A Framework for Analyzing Bank Lending,0.0,1.0
265,20090320,The Financial Crisis and Community Banking,0.0,0.0
266,20090310,Financial Reform to Address Systemic Risk,0.0,-1.0
267,20090307,Brief Remarks,0.0,0.0
268,20090224,CRA: A Framework for the Future,0.0,1.0
269,20090218,Federal Reserve Policies to Ease Credit and Their Implications for the Fed's Balance Sheet,0.0,1.0
270,20090216,Stabilizing the Housing Market: Focus on Communities,0.0,0.0
271,20090211,Stabilizing the Housing Market:  Next Steps,0.0,-1.0
272,20090113,The Crisis and the Policy Response,0.0,1.0
273,20101202,Developments in the Landscape for Consumer Credit and Payments,0.0,1.0
274,20101201,Fiscal Responsibility and Global Rebalancing,0.0,-1.0
275,20101119,Emerging from the Crisis: Where Do We Stand?,0.0,1.0
276,20101119,Rebalancing the Global Recovery,0.0,1.0
277,20101112,Problems in the Mortgage Servicing Industry,0.0,1.0
278,20101112,Next Steps in Financial Regulatory Reform,0.0,1.0
279,20101108,Rejecting the Requiem,0.0,1.0
280,20101025,Welcoming Remarks,0.0,1.0
281,20101019,Come with Me to the FOMC,0.0,1.0
282,20101019,Brief Remarks,0.0,1.0
283,20101015,Monetary Policy Objectives and Tools in a Low-Inflation Environment,0.0,-1.0
284,20101011,Macroprudential Supervision and Monetary Policy in the Post-crisis World,0.0,-1.0
285,20101004,Fiscal Sustainability and Fiscal Rules,0.0,-1.0
286,20100930,Welcoming Remarks,0.0,-1.0
287,20100924, Implications of the Financial Crisis for Economics,0.0,-1.0
288,20100924,Opening Remarks,0.0,-1.0
289,20100917,"Comments on ""Regulating the Shadow Banking System""",0.0,-1.0
290,20100901,Stabilizing Neighborhoods:  Lessons Learned from the Field,0.0,-1.0
291,20100827,The Economic Outlook and Monetary Policy,0.0,0.0
292,20100802,Challenges for the Economy and State Governments,0.0,-1.0
293,20100715,Opening Remarks,0.0,1.0
294,20100712,Small Business Credit: Next Steps,0.0,-1.0
295,20100712,Restoring the Flow of Credit to Small Businesses,0.0,-1.0
296,20100630,Fostering a Healthy Credit Environment,0.0,1.0
297,20100628, It's Greek to Me,0.0,0.0
298,20100616,"Remarks on ""The Squam Lake Report: Fixing the Financial System""",0.0,0.0
299,20100609,Fostering Workforce Development,0.0,0.0
300,20100608,Moving Beyond the Financial Crisis,0.0,0.0
301,20100603,Brief Remarks,0.0,-1.0
302,20100530,The Policy Response to the Crisis in Korea and Other Emerging Market Economies,0.0,0.0
303,20100525,"Central Bank Independence, Transparency, and Accountability",0.0,0.0
304,20100513,The Federal Reserve's Policy Actions during the Financial Crisis and Lessons for the Future,0.0,0.0
305,20100511,Global Imbalances,0.0,-1.0
306,20100508,The Economics of Happiness,0.0,0.0
307,20100506,The Supervisory Capital Assessment Program--One Year Later,0.0,1.0
308,20100501,Women and Money: Challenging the Myths,0.0,0.0
309,20100427,Achieving Fiscal Sustainability,0.0,-1.0
310,20100421,Brief Remarks,0.0,0.0
311,20100419,Issues in Economic Development,0.0,0.0
312,20100413,Fostering Financial Literacy,0.0,0.0
313,20100413,Involving Markets and the Public in Financial Regulation,0.0,0.0
314,20100408,Economic Policy:  Lessons from History,0.0,-1.0
315,20100408,The Economic Outlook,0.0,-1.0
316,20100408,The Present and Future of Community Banking,0.0,-1.0
317,20100408,The Importance of Financial Education,0.0,-1.0
318,20100407,"Economic Challenges: Past, Present, and Future",-1.0,0.0
319,20100331,Restoring Credit to Communities,0.0,1.0
320,20100326,Lessons from the Crisis Stress Tests,0.0,0.0
321,20100326,An Ode to Independence,0.0,0.0
322,20100324,Homework Assignments for Monetary Policymakers,0.0,1.0
323,20100320,Preserving a Central Role for Community Banking,0.0,1.0
324,20100318,Toward an Effective Resolution Regime for Large Financial Institutions,-1.0,0.0
325,20100226,Financial Regulatory Reform,0.0,0.0
326,20100218,Unusual and Exigent: My First Year at the Fed,0.0,0.0
327,20100203,Swearing-In Ceremony Remarks,0.0,1.0
328,20100203,Regulation and Its Discontents,0.0,1.0
329,20100129,Focusing on Bank Interest Rate Risk Exposure,0.0,0.0
330,20100104,The Economic Outlook,0.0,0.0
331,20100103,Monetary Policy and the Housing Bubble,0.0,0.0
332,20100103,"Monetary Policy in the Crisis: Past, Present, and Future",0.0,0.0
333,20111129,Aggregate Demand and the Global Economic Recovery,0.0,0.0
334,20111111,Pursuing Financial Stability at the Federal Reserve,0.0,0.0
335,20111110,Town Hall Meeting Remarks,0.0,0.0
336,20111109,The Evolution of Capital Regulation,0.0,0.0
337,20111109,Welcoming Remarks,-1.0,0.0
338,20111104,The International Agenda for Financial Regulation,0.0,-1.0
339,20111022,The Federal Reserve System and Individual Financial Planning,0.0,-1.0
340,20111021,The Outlook for the U.S. Economy and Economic Policy,0.0,-1.0
341,20111020,"Unemployment, the Labor Market, and the Economy",0.0,-1.0
342,20111018,The Effects of the Great Recession on Central Bank Doctrine and Practice,0.0,1.0
343,20111004,Legal Opportunities and Challenges in Crafting a Foreclosure Response,0.0,1.0
344,20110928,Lessons from Emerging Market Economies on the Sources of Sustained Growth,0.0,-1.0
345,20110926,Monetary Policy and Job Creation,0.0,1.0
346,20110915,Industrial Organization and Systemic Risk: An Agenda for Further Research,0.0,-1.0
347,20110915,Opening Remarks,0.0,-1.0
348,20110908,The U.S. Economic Outlook,0.0,0.0
349,20110901,Rebalancing the Housing Market,0.0,1.0
350,20110826,The Near- and Longer-Term Prospects for the U.S. Economy,0.0,1.0
351,20110629,Economic and Financial Inclusion in 2011: What it Means for Americans and our Economic Recovery,0.0,1.0
352,20110614,Fiscal Sustainability,0.0,-1.0
353,20110609,Housing Market Developments and Their Effects on Low- and Moderate-Income Neighborhoods,0.0,1.0
354,20110607,The U.S. Economic Outlook,0.0,1.0
355,20110603,Regulating Systemically Important Financial Firms,0.0,0.0
356,20110601,Assessing Potential Financial Imbalances in an Era of Accommodative Monetary Policy,0.0,0.0
357,20110524,"Research, Policy, and the Future of Financial Education",0.0,0.0
358,20110516,Promoting Research and Development: The Government's Role,0.0,1.0
359,20110512,Brief remarks,0.0,1.0
360,20110510,Fostering Innovation in Community Development Finance,0.0,1.0
361,20110506,Reaping the Full Benefits of Financial Openness,0.0,1.0
362,20110505,Implementing a Macroprudential Approach to Supervision and Regulation,0.0,1.0
363,20110429,Community Development in Challenging Times,0.0,-1.0
364,20110428,Community Voices: Promising Practices for Neighborhood Stabilization,-1.0,-1.0
365,20110414,Small Business Credit Availability,0.0,-1.0
366,20110411,"Commodity Prices, the Economic Outlook, and Monetary Policy",0.0,-1.0
367,20110407,Community Bankers and Supervisors: Seeking Balance,0.0,-1.0
368,20110404,"Clearinghouses, Financial Stability, and Financial Reform",1.0,1.0
369,20110331,Regulating Systemic Risk,0.0,-1.0
370,20110324,Changed Circumstances: The Impact of the Financial Crisis on the Economic Condition of Workers Near Retirement and of Business Owners,0.0,1.0
371,20110323,Community Banking in a Period of Recovery and Change,0.0,0.0
372,20110304,Improving the International Monetary and Financial System,0.0,0.0
373,20110302,Challenges for State and Local Governments,-1.0,0.0
374,20110225,Unconventional Monetary Policy and Central Bank Communications,0.0,0.0
375,20110218,Global Imbalances: Links to Economic and Financial Stability,0.0,-1.0
376,20110211,Putting the Low Road Behind Us,-1.0,0.0
377,20110203,The Economic Outlook and Macroeconomic Policy,0.0,1.0
378,20110202,From Community Banker to Central Banker--My Journey,0.0,1.0
379,20110108,The Federal Reserve's Asset Purchase Program,0.0,0.0
380,20110107,The Economic Outlook,0.0,0.0
381,20121217,Dollar Funding and Global Banks,0.0,0.0
382,20121204,Industry Structure and Systemic Risk Regulation,0.0,1.0
383,20121130,Large-Scale Asset Purchases,0.0,1.0
384,20121128,Regulation of Foreign Banking Organizations,0.0,1.0
385,20121120,The Economic Recovery and Economic Policy,0.0,0.0
386,20121115,Challenges in Housing and Mortgage Markets,0.0,-1.0
387,20121113,Revolution and Evolution in Central Bank Communications,0.0,-1.0
